页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,关注数,粉丝数,性别,发布于,ip属地_城市,ip属地_省份,ip属地_国家
8,5.01574E+15,钱志新,2024-3-25 9:05,#钱教授论语# 全球供应链体系呈现五个发展保障：其一通过完善基础设施，保障全球供应链高效联通；二是通过签署多双边自由贸易协定，保障全球供应链稳定畅通；三是通过出台国内法规政策标准，保障全球供应链有章可循；四是通过促进技术进步，保障全球供应链创新发展；五是通过完善金融服务，保障全球供应链韧性活力。@陈曦Stephen@微言不微 @陈贤湘 #钱志新#,0,0,0,456,14.1万,m,山西,太原,山西,中国
8,5.01556E+15,正义的小六,2024-3-24 21:34,【#人民日报国际视点# 合力应对全球粮食安全挑战（国际视点）】二十国集团领导人巴厘岛峰会宣言提出，建设可持续、有韧性的粮农系统和全球供应链，采取协同行动解决全球特别是发展中国家粮食安全问题，维护粮食供应链正常运转，促进粮农贸易畅通。中国作为负责任大国，在端牢自己饭碗的同时，以实际行动为维护世界粮食安全提供重要助力。 合力应对全球粮食安全挑战（国际视点）,0,0,0,4896,3455,m,山西,阳泉,山西,中国
9,5.01412E+15,微风erziguli,2024-3-20 22:00,#你好乌鲁木齐#  乌鲁木齐努力推进政策沟通、设施联通、贸易畅通、资金融通、民心相通，如同一个磁场，吸引着越来越多的人流、物流、资金流和信息流。 ,0,0,1,9,25,f,新疆,乌鲁木齐,新疆,中国
9,5.0119E+15,沙场秋点兵22752,2024-3-14 18:44,一边是高等级公路阡陌纵横，一边是农林牧渔条块分割！交通是为贸易畅通服务的，带来的人流、物流，繁荣市场经济、改善人民生活、提高生产效率，不是人为撕裂商业文明与传统社会的绳索！断章取义的交通法，忽视了宪法保障人民生命财产权和领土完整的本义！人民有发展进步的空间，社会资源不容本末倒置！,0,0,0,953,9,m,山东,,山东,中国
9,5.01106E+15,中国贸易报,2024-3-12 11:30,【两会内外看“链博” | 储祥银： 链博会促多边贸易畅通 发挥中坚力量】3月7日上午，在十四届全国人大二次会议举行记者会上，外交部长王毅就“中国外交政策和对外关系”相关问题回答中外记者提问时提到，将合力办好进博会、服贸会、消博会、链博会等国际合作平台，优化市场化、法治化、国际化营商环境，为各国投资者和合作伙伴带来更稳定预期、更长远利好。记者注意到，相比举办多届的进博会、服贸会、消博会，链博会是由中国贸促会创办的全球第一个以供应链为主题的国家级展会。首届链博会于2023年11月28日至12月2日在北京中国国际展览中心（顺义馆）举办，引发国际头部企业高度关注，它们积极参展参会。维护多边贸易体制“链博会不仅仅是区域性展会，而且将世界连接在一起，为全球多边贸易搭建了新平台，创造了新机遇。”对外经济贸易大学教授、博导，中国会展经济研究会首席研究员储祥银在接受《中国贸易报》记者专访时表示，从长期看，中国在维护全球产业链供应链稳定畅通。从根本上讲，中国维护的是有效的多边贸易体制。“中国维护全球产业链、供应链、创新链畅通，通过链博会取得了实效。”在储祥银看来，当前，全球贸易面临新形势，世界正处在转折点上。由中国首创的国家级链博会，是在一个恰当的时间搭建起推动全球贸易发展、促进经济增长和可持续发展的重要平台。需要指出的是，作为产业配套能力最强的产业链供应链主体，中国的产业链、供应链、创新链所形成的价值链不断地向上跃升，优势将会越来越大。在世界百年变局加速演进，经济全球化遭遇逆流，全球产业链供应链面临深刻变革的大背景下，链博会打通五条链，以实际行动维护全球产业链供应链安全稳定，为世界各国共同构筑畅通高效、开放包容、互利共赢的全球产业链供应链体系提供了中国方案。共建开放型世界经济“在会展模式上，链博会实现了一个创新。”储祥银表示，链博会聚焦促进全球产业链供应链合作，成为会展业转型创新案例。不仅如此，链博会的举办也吸引国内外媒体的广泛关注，在聚焦“首届链博会规模达10万平方米”的同时，将焦点锁定在智能汽车链、绿色农业链、清洁能源链、数字科技链、健康生活链5大链条和供应链服务展区。储祥银认为，链博会等大型展会平台可推动外贸企业形成合力，共同拓展国际市场，以强化国际贸易市场的供需对接。连接国际合作“共赢链”中国贸促会发布的《首届中国国际供应链促进博览会传播影响力报告》（以下简称《报告》）显示，首届链博会期间，中外参展企业和机构达515家，观展人数达到15万人次。据不完全统计，本届链博会共签署合作协议、意向协议200多项，涉及金额达1500多亿元。舆论普遍认为，首届链博会是一届高标准、高质量、高水平的全球经贸盛会，真正让供应链成为国际合作的“共赢链”。国际人士纷纷表示，首届链博会具有开创意义，传递出中国将更深层次参与构建全球产业链供应链体系的信号。《报告》显示，首届链博会传播热度高、舆论声量强、影响范围广、评价反响好，实现了参展企业报道全覆盖。报道量排名靠前的展商中，外资展商数量占比较高，民营企业相关传播指标亦表现突出。在十强展商中，跨国龙头齐亮相，“智能”“数字”频提及。储祥银表示，今年全国两会上，外交部长提到办好重要展会，表明作为民间外交重要平台的会展，除了促进世界贸易，还是大国担当的重要体现。（中国贸易报记者 兰馨）#链博会,1,0,0,986,21.4万,f,,北京,北京,中国
9,5.01101E+15,定安消防,2024-3-12 7:59,#海南蓝朋友的人间烟火# 《海南自由贸易港消防条例》第三章 火灾预防 第二十七条建设工程施工现场的消防安全由施工单位负责；实行总承包的，由总承包单位负责。施工现场应当符合下列规定：(一)施工现场应当设置消防车通道并确保畅通；(二)施工现场应当按照规定设置消防水源，配备必要的消防设施和灭火器材；(三)高层建筑应当根据施工进度，同步安装室内消火栓系统或者设置临时消火栓、水泵接合器等，满足施工现场火灾扑救的消防供水要求；(四)施工现场的电气工程和装置应当符合有关安全规定；(五)办公、生活区与作业区分开设置，厨房与宿舍保持安全距离；(六)不得在尚未竣工的建筑物内设置员工集体宿舍。建设单位、监理单位应当监督施工单位严格按照有关施工规程操作，杜绝火灾隐患。临时建筑应当符合消防安全要求，不得占用消防车通道。,0,0,0,134,3457,m,,定安县,海南,中国
9,5.01069E+15,宣讲家网站,2024-3-11 11:00,#宣讲家高端论述#  【“一带一路”十年征程 “五通”取得丰硕成果】自2013年提出共建“一带一路”倡议以来，我国在政策沟通、设施联通、贸易畅通、资金融通、民心相通等方面取得丰硕成果。具体体现在：第一，搭建起与共建国家发展战略对接的政策沟通平台；第二，设施联通为优先领域，取得众多标志性成果；第三，贸易畅通推动贸易便利化，成为重要引擎；第四，资金融通成为重要支撑；第五，民心相通推动共建“一带一路”行稳致远。 宣讲家网站的微博视频,0,0,0,541,31.2万,m,,北京,北京,中国
9,5.01069E+15,品茶-深圳君,2024-3-11 10:53,香港地理位置优越。香港是中国和亚太地区之间的重要枢纽，具有区位优势，商业经济发达、交通畅通、政治稳定等地理特点，吸引了大量内地和外国投资者涌入，使得香港房地产市场空前繁荣。香港的房地产市场还吸引了大量海外华人和外籍人士投资，加剧了供需失衡，推高了房价。香港经济活力强劲，贸易、金融和服务业等工商业含量高，市场消费力强，吸引了大量国际资本客的到来。那么就使香港成为一个一个多元文化、多样化经济的城市，政府在新建的住宅楼的时候必须考虑到所有社会阶层的需求，从而需要进行大规模的住宅建设，从而导致了住宅建设的成本增加。 品茶-深圳君的微博视频,0,0,4,1548,31.1万,m,广东,深圳,广东,中国
9,5.01068E+15,云上胶州,2024-3-11 10:23,近日，一列满载塑料机械产品的鲁疆班列从上合示范区多式联运中心发出，标志着上合示范区—喀什—中亚公铁联运线路正式开通，将进一步畅通国际物流通道，为保障国际产业链供应链安全、促进上合组织国家贸易往来增添新动能。该趟班列预计10天到达新疆喀什，货物在上合国际枢纽港喀什港区换乘TIR后，将经伊尔克什坦口岸出境，5天后抵达乌兹别克斯坦首都塔什干。#上合示范区##班列# 网页链接,6,7,17,107,1362,m,,青岛,山东,中国
9,5.01013E+15,王践飞,2024-3-9 21:22,我们将高质量共建“一带一路”，同各国加强政策沟通、设施联通、贸易畅通、资金融通、民心相通，为国际经济合作打造新平台#中国梦# 每日金句（朗读版）|习近平论高质量共建“#一带一路#” 网页链接 ,0,0,0,2735,18.9万,m,河北,沧州,河北,中国
9,5.00999E+15,心星新欣信,2024-3-9 12:11,#推文# 我们将高质量共建“一带一路”，同各国加强政策沟通、设施联通、贸易畅通、资金融通、民心相通，为国际经济合作打造新平台。（习近平2023年12月26日在纪念毛泽东同志诞辰130周年座谈会上的讲话） ,0,0,0,4,2,f,江苏,无锡,江苏,中国
9,5.00996E+15,林涵QQ,2024-3-9 10:30,政策沟通、设施联通、贸易畅通、 资金融通、民心相通   ～ ,0,1,1,34,33,f,北京,北京,北京,中国
10,5.0098E+15,木栾村夫,2024-3-8 23:45,放心好了，这源源不断进场的货柜，可以看出中美两国的贸易还是很畅通的。 ,0,0,0,234,2518,m,美国,,美国,美国
10,5.00971E+15,柠檬派的全能废物,2024-3-8 17:37,#你好乌鲁木齐# 全程时刻表班列在境内外各运输段的运输时效更加稳定，为保障国际供应链安全，畅通国内国际“双循环”，促进亚欧贸易往来注入了新动能，也标志着新疆中欧班列高质量发展迈入新阶段 ,0,0,0,110,3,f,新疆,乌鲁木齐,新疆,中国
10,5.00932E+15,不会说话能不能不说话1985,2024-3-7 16:12,#你好乌鲁木齐# 乌鲁木齐与阿拉木图间中欧班列运行时刻表首次实现全程贯通。全程时刻表班列在境内外各运输段的运输时效更加稳定，有效提升了班列通行效能，为保障国际供应链安全、畅通国内国际双循环、促进亚欧贸易往来注入了新动能，也标志着新疆中欧班列高质量发展迈入新阶段。 ,0,0,1,9,2,f,新疆,乌鲁木齐,新疆,中国
10,5.00826E+15,琼海市融媒体中心,2024-3-4 17:29,2023年，海南省东部邮政管理局纵深推进“加快建设与海南自由贸易港相适应的现代邮政业”各项任务落地落实，寄递服务能力提级换挡，服务质量不断提升，有力助推畅通循环和地方经济社会发展。网页链接 ,0,0,0,59,2282,m,海南,琼海,海南,中国
10,5.00724E+15,实战张小姐,2024-3-1 22:21,胡塞武装不发导弹了，改收钱了！据媒体消息，欧盟有些国家开始算起经济账了，与其每天提心吊胆的通过曼德海峡，保不准就挨上一弹；或是浪费20天，花费百万美元绕道好望角；还不如直接向胡塞武装每船交纳50万美元过路费。他们最近明白了，打不过的就是朋友，交了过路费更是好朋友。贸易畅通，才能通江达海。多个朋友多条路，没必要非要和护航舰队搅在一起去冒险啊！,0,0,105,12,10.3万,f,广东,韶关,广东,中国
10,5.00603E+15,椒江检察,2024-2-27 14:23,长在重庆市忠县大山上的橙子，到海外消费者手中，最快要几天？答案是5天。回想第一次销往海外，首批鲜橙抵达目的地花了约1个月时间，严重降低了品质。为了畅通橙子的出海路，当地有关部门和果农一起想办法，加强田间管理，优化保鲜技术，熟悉贸易标准，改善运输细节……这是“小橙子”走向“大市场”的历程，也是“一棵树”富一方百姓的启示。大山鲜橙远销海外的启示（今日谈）,0,0,0,115,2305,m,,台州,浙江,中国
10,5.0056E+15,国际商报,2024-2-26 9:43,中国与中亚加强数字绿色领域国际合作□ 本报记者 刘叶琳在第三届“一带一路”国际合作高峰论坛贸易畅通专题论坛期间，中方与有关国家共同发布《数字经济和绿色发展国际经贸合作框架倡议》（以下简称《框架》）。为推动《框架》务实合作，日前，中国机电产品进出口商会在京举办了中亚地区数字经济和绿色发展国际合作沙龙。中国与中亚地区政府代表和工商界人士约50人参会，与会嘉宾分别就绿色发展、数字经济和金融合作等领域发表行业洞见。《框架》的发布是中国深度参与绿色低碳、数字经济等新兴领域合作的重要举措，以实现更为绿色、更具包容性的全球经济增长，拓展参加方在新兴领域的国际合作，维护全球产业链、供应链的韧性和稳定。商务部国际司相关负责人在致辞中建议参加方加强政策协调，为企业开展务实合作创造良好环境，鼓励企业积极对接，用好《框架》的数字绿色方案，推动自身国际业务更好地发展。近年来，在数字经济方面，中国与中亚五国跨境电商贸易额增幅明显；利用数字技术，建立了更加高效便捷的立体物流网络，推动智慧物流发展。在绿色发展方面，中国积极推进与中亚地区在新能源汽车、天然气、绿色交通等领域的务实合作。商务部欧亚司相关负责人在会上表示，数字和绿色是世界经济社会发展的重要趋势，也是未来弥合全球发展鸿沟的关键，中方愿与各国一道努力落实好《框架》，共同推动联合国2030年可持续发展目标在本地区落地生根。数字经济和绿色转型是当今重要的发展方向和趋势，进一步落实《框架》并在这两个领域取得务实效果，不仅需要政府部门的积极引导，同时也需要企业的积极参与，更需要行业组织整合各方面资源发挥作用，搭建务实平台。中国机电产品进出口商会副会长刘春表示，机电商会作为涵盖制造业全产业链的全国性行业组织，拥有会员企业涉及光伏、汽车、锂电池、家电、信息技术等行业。为促进中外企业协同发展，机电商会开展了多项工作：一是整合中外行业资源，搭建高质量交流平台。机电商会成立了绿色低碳国际合作委员会，来自中外88家行业领军企业成为委员会成员；同时，机电商会吸纳22家专业碳管理、标准、数字经济等方面的中外权威机构，搭建了碳中和服务平台。二是加强对外合作，有效促进中外行业信息互通。机电商会与多国政府部门或驻华使馆召开了多场涉及绿色发展、能源转型、数字经济等领域的专题研讨会；与RCEP区域6家商协会发布《关于推动绿色发展的共同行动计划》。三是开展专项服务。机电商会组建绿色机电出口产品标准化工作组，积极参与标准化建设相关工作。未来，机电商会将继续加强与中亚地区驻华使馆、商协会、国家投资公司等的密切联系，在数字经济、绿色发展领域建立双方企业定期沟通机制；深化与中亚国家有关政府部门及行业协会的合作，共同举办丰富多元的行业交流活动；搭建中国与中亚企业对接交流专业平台，重点推动数字化基础设施建设、新能源、能源数字转型等专业领域的合作，取得务实积极的成果。对发展中国家而言，绿色和数字转型意味着机遇和挑战。国际贸易中心政策高级项目官员赵全认为，各国应当改善营商环境，吸引更多的数字基础设施投资；推进贸易便利化，促进跨境电商；完善法律法规框架以促进数字经济和数字贸易发展；拓展数字出口市场；深化重点区域具体合作。“发展绿色经济、实现国家私营部门和谐发展是土库曼斯坦的国家规划和目标。”土库曼斯坦驻华大使馆贸易代表首哈特·巴特罗夫强调，2022年年初，土库曼斯坦已制定并通过了两项《国家社会经济发展规划》，即到2028年的中期规划和到2052年的长期规划。一直以来，土中两国在贸易投资和油气领域有着密切合作，期待未来与中国及中亚各国开展更广泛且互利的产业和投资合作。“建设绿色经济是白俄罗斯的优先发展方向，而解决生态问题是发展绿色经济的重要抓手。”白俄罗斯驻华大使馆经济合作处参赞舍甫琴科·亚历山大在发言中指出，当前，白俄罗斯已采取多项措施提升环境管理系统，并着手实施农业和林业适应气候变化的2050战略。白俄罗斯愿同各国一道，积极推进全球绿色经济发展。国家哈萨克斯坦投资有限公司中国区代表多文表示，哈萨克斯坦凭借国境重要枢纽位置、丰富的自然资源、友好的营商环境、优惠的国家支持政策，成为中亚最具吸引力的投资目的地。希望未来加强与中方企业的项目合作，推动在哈投资项目顺利实施。,0,0,0,4979,8.6万,f,,北京,北京,中国
10,5.00534E+15,NicDeng,2024-2-25 16:18,外商投资是推动中国经济与世界经济共同繁荣发展的重要力量，要把稳外资作为做好今年经济工作的重要发力点。要在扩大市场准入、优化公平竞争环境、畅通创新要素流动等方面加强服务保障，持续营造市场化、法治化、国际化一流营商环境，巩固外资在华发展信心，提升贸易投资合作质量和水平。在华外资的盈利也在下降。中国国家统计局数据显示，去年规模以上工业企业中，外商及港澳台商投资企业实现利润总额同比下降6.7%。,0,0,0,288,156,m,广东,深圳,广东,中国
10,5.00497E+15,财哥带你飞,2024-2-24 16:05,订单量上涨3倍？立陶宛主动示好，我们回应：继续拆除200条铁轨中欧班列不仅是欧洲非常重要的贸易线之一，同时也是目前唯一一条仍然畅通的贸易线，这也让中欧班列的重要性大大提高。从目前传出的数据来看，中欧班列无论是订单数量、班列数量还是线路，相比较于此前都上涨了不少，其中订单量更是直接上涨三倍之多。订单数量增加也意味着沿途的城市、国家能够因此享受到更多的便利，仅仅是在铁路营收方面就会提升不少。看着中欧班列的快速发展，立陶宛也是开始后悔了，甚至在近期主动示好，表示愿意将克莱佩达港口租借给我们。只不过对此我们的回应是：继续拆除铁轨。在货运尤其是远程货运领域，铁路运输有着非常之大的优势，相比较于空运较小的载货量与较高的运输成本而言，铁路运输不仅载货量大，同时成本也比较低。轮船运输虽然同样具有载货量大与成本低的优势，不过有不少的限制。也正是因为这个原因，中欧班列自从开通之后，订单数量就在持续增长当中，如今更是直接上涨了三倍之多，成为国际货运当中至关重要的一部分。中欧班列一共有三条路线，经过了中亚、东南亚地区等两百多个城市，最终抵达欧洲，如今仅仅是满洲里口岸就拥有57条班列线路。除了能够推动货物运输和商品交流之外，中欧班列还带动了沿途城市的发展，以立陶宛为例，此前中欧班列经停立陶宛的时候，仅仅是带来的铁路营收增加就达到了每年5亿欧元，更别说我们与立陶宛之间的双边贸易总额在2020年就达到了2.29亿美元之多。可以说，对于立陶宛而言，中欧班列经停带来的好处是显而易见的，可是让人没有想到的是，立陶宛却做了一系列“吃饭砸锅”的事情。也正是因为这个原因，我们决定中欧班列不再经停立陶宛，并且还开始拆除200多条相关的铁轨。如今，立陶宛国内有不少企业因此面临经营问题，从公开的数据来看，立陶宛2021年的时候经济增长率为3.8%，可是2023年已经成为负的2.5%，通胀上涨了10%。也正是因为这个原因，如今立陶宛似乎开始后悔了。此前立陶宛就中欧班列的事情就多次找上欧盟，发现这样做没有效果之后，立陶宛又开始向我们示好。如果单纯的从中欧班列的货运角度来说，不经停立陶宛其实会导致各种货运成本和时间成本的增加。不过从其他的角度来看，或许将立陶宛“踢出”中欧班列并非是一件不好的事情。关于立陶宛是否重回中欧班列，我们也已经进行了回应，那就是：继续拆除200多条铁轨。最关键的是，从立陶宛的一系列行为不难看出，与其说立陶宛是开始后悔自己做的一些事情，不如说是立陶宛看到中欧班列的快速发展以及自己被踢出中欧班列之后的处境开始后悔了。此前，我们与立陶宛之间保持了不错的关系，不仅出口了不少的商品，同时还帮助立陶宛建设铁路网络。可是面对我们的帮助，立陶宛的回应完成称得上是“吃饭砸锅”。如今立陶宛表示：挪威用了8年的时间来修复与中方的关系，我们更加具有耐心。可是这番表态还是很难让人相信的，这种“低头认错”有几分“真诚”在里面可不好说。如今，中欧班列依然在快速发展，事实证明不经停立陶宛并不会影响到中欧班列，而立陶宛离开了中欧班列却不太好过。不过这件事基本上已经成为定局了，立陶宛恐怕很难再次成为中欧班列的一员了。认同的请点赞，欢迎转发，留言和分享。,0,0,107,130,3.1万,m,广东,韶关,广东,中国
10,5.0034E+15,哈尔滨发布,2024-2-20 8:00,#冰城新闻#【哈尔滨：好物运全球】畅通的流通让越来越多的全球好物通过哈尔滨运往中国和世界各地。未来，哈尔滨将积极参与区域合作，加强自贸试验区、综合保税区等开放平台创新发展，更好统筹贸易、投资、通道和平台建设，大胆探索、先行先试，形成全方位对外开放新格局。 ,3,0,0,148,341.9万,m,,哈尔滨,黑龙江,中国
11,5.00001E+15,上岛周刊,2024-2-10 23:07,朴成训#每日一善# 一路一桥，跨越的不仅是山海之远，更是发展阻隔；一廊一港，畅通的不仅是贸易往来，更是经济血脉。 ,0,204,0,1369,1567,f,福建,三明,福建,中国
11,4.99982E+15,草原书怀-财经讯息,2024-2-10 10:45,#转发# 【共建“一带一路”走的是人间正道】共建“一带一路”倡议从理念到行动已历10年。2023年10月18日，习近平总书记在第三届“一带一路”国际合作高峰论坛开幕式上的主旨演讲中指出：“提出这一倡议的初心，是借鉴古丝绸之路，以互联互通为主线，同各国加强政策沟通、设施联通、贸易畅通、资金融通、民心相通，为世界经济增长注入新动能，为全球发展开辟新空间，为国际经济合作打造新平台。”10年的历程充分证明，共建“一带一路”取得了丰硕成果，站在了历史正确一边，符合时代进步的逻辑，走的是人间正道。（杨 达 红旗文稿）共建“一带一路”走的是人间正道,0,0,0,960,1.4万,m,内蒙古,锡林郭勒,内蒙古,中国
11,4.9989E+15,隐真历史,2024-2-7 22:07,武威在古代是丝绸之路上的重要节点，它位于河西走廊东段，是东西方文化交流和贸易的枢纽。武威在历史上曾经是凉州的治所，有着悠久的历史和文化底蕴。在汉朝时期，武威是对抗匈奴的重要前线，也是西域都护府的所在地，对于维护边疆稳定和丝绸之路的畅通起到了重要作用。 兰州则是黄河上游的重要城市，地处丝绸之路和黄河水道的交汇处。兰州在古代也是军事要塞和商贸中心，它作为连接中原地区和西域的交通枢纽，具有重要的战略地位。在历史上，兰州曾多次成为政权更迭和民族交融的见证地。历史#兰州#,0,0,0,98,400,m,湖北,随州,湖北,中国
11,4.99871E+15,-大庆网-,2024-2-7 9:28,【牢记嘱托加油干｜建设一流强港】 宁波舟山港牢记总书记的殷切嘱托，加快智能化、绿色化转型，同时不断扩充港口“朋友圈”，为带动经济发展、促进贸易畅通发挥重要作用。 牢记嘱托加油干｜建设一流强港 ,0,0,0,198,4.3万,m,,大庆,黑龙江,中国
11,4.99852E+15,中国贸易报,2024-2-6 21:00,【持续推进高水平开放 优化对外贸易发展环境】对外经济贸易大学北京企业国际化经营研究基地和中国企业国际化经营研究中心与社会科学文献出版社近日共同发布了《企业海外发展蓝皮书：中国企业海外发展报告（2023）》（以下简称《报告》）。2023年中国深入推进“一带一路”贸易畅通，不断拓展外贸发展空间。《报告》认为，中国要办好广交会、进博会、服贸会等展会，搭建高水平的对外开放平台。对外贸易经营者备案登记制度的全面取消进一步优化了营商环境，中国应继续坚定推进贸易自由化便利化，加大对外贸企业开拓市场的服务保障力度，释放对外贸易增长潜力。在《报告》看来，数字经济成为全球经济新的增长点和重要竞争优势，数字贸易是未来贸易发展方向。2023年中国抓住机遇，加快推进数字贸易发展，建设好粤港澳大湾区全球贸易数字化领航区，推动实现贸易各个环节的数字化赋能升级。2023年中国持续高质量实施RCEP，积极推动签订更多高标准的自贸协定。在《报告》看来，RCEP明确以更加开放的态度对待数字贸易，在促进跨境贸易的同时也积极规范跨境数据传输，大幅降低了各类企业参与国际贸易的门槛，为跨境电商等贸易新业态及中小微外贸企业创造了更多参与国际合作的机会。在跨境电商服务平台与推动物流服务体系建设等方面，RCEP同样对成员国做出了一系列要求和规定，能够显著提升成员国之间数字贸易的便利性和安全性。《报告》认为，中国要依托跨境电商综试区，进一步完善跨境电商物流基础设施，引导跨境电商企业合规经营，推动对外贸易新业态新模式的持续健康发展。为助力稳外贸，《报告》还建议，中国要用好中央财政资金，支持对外贸易稳存量、扩增量。一是积极满足中小微企业的对外贸易融资需求，加大进出口信贷支持力度，鼓励银行和保险机构扩大保单融资增信合作。二是进一步发挥出口信用保险的作用，扩大承保规模和覆盖面。三是提升贸易便利化水平，做好外贸货物高效通畅运输保障，提升口岸通关效率，优化企业对外贸易的发展环境。有关部门还可加强对外贸企业的培训指导，加大对外贸企业的培育力度，帮助企业妥善应对国外不合理贸易限制措施，提供预警和法律服务。此外，要优化跨境结算服务，扩大跨境贸易人民币结算规模，更好满足对外贸易企业汇率避险和跨境人民币结算需求。（中国贸易报记者 刘国民）,3,0,3,986,21.4万,f,,北京,北京,中国
11,4.99796E+15,孟互MENG,2024-2-5 7:54,2024春节即将来临，中国大街小巷挂满灯笼。        春节为世界各地带来欢乐，亲人团聚，其乐融融。春节礼物通过中国完美畅通的贸易渠道，为全球送去春节快乐。         中国文明文化走进世界，带着和平。把中国吃的，穿的，用的温暖温柔温馨地送到世界各地。和平模式愿在春节时刻少一些战争。 ,0,0,1,379,30,m,山西,,山西,中国
11,4.99701E+15,没关系只是会掉眼泪而已,2024-2-2 16:26,发现我的奇葩想法元朝都做过 比如批判科举 元朝取消了科举 比如我觉得真实的食物是肉蛋奶不是水稻小麦 元朝退耕还林还草发展畜牧业 比如我认为应该跟欧美大战一场再互通交流 元朝统一欧亚贸易畅通 ,0,0,0,232,23,f,北京,,北京,中国
11,4.99699E+15,深柳斋,2024-2-2 15:23,据 越南政府新闻网2月1日报道 菲律宾总统圆满结束对越访问 双方发表联合新闻公报下为部分内容：两国领导人支持双方进一步深化经济合作，双方强调应提升双边贸易和投资合作水平，保持密切沟通，促进贸易畅通，力争实现双边贸易总额100亿美元的目标。双方一致认为，两国国防安全合作势头强劲，为加强越菲战略合作作出积极贡献。两国领导人一致同意继续推动高层互访、信息互换、教育培训交流和防务对话机制；加强国防工业协调以及军事医学、搜救、人道主义援助和救灾、航行和飞越安全、反恐、网络安全、维和行动等领域合作；加强打击跨国犯罪的合作等。两国领导人同意巩固现有海上合作机制，特别是外交部副部长级海洋事务联合委员会、两国海警热线等机制，确保各自渔民的安全并和平解决海上事件。两国领导人强调加强教育、文化、旅游、医疗保健、民间交流、地方间合作等领域合作，同时发挥两国友好组织的作用，增强凝聚力和增进相互了解，促进联系，丰富文化多样性等的重要性，为全面加强两国关系做出贡献。两国领导人还讨论了缅甸和东海局势等许多共同关心的国际、地区和次区域问题。双方再一次承诺维护地区和平、稳定与繁荣，一致同意继续加强合作、配合和相互协商，有效、及时应对共同关心的国际和地区问题，为加强东盟团结和提升在东盟引导进程和机制中的核心作用作出贡献。双方强调共同致力于维持东海和平、安全，航行与飞越自由和安全；呼呼有关各方保持克制，不使用武力或以武力相威胁，在遵守包括1982年《联合国海洋法公约》等国际法原则的基础上以和平方式解决各争端。两国领导人重申全面、有效落实2002年中国—东盟《东海各方行为宣言》，推动早日完成行之有效、符合国际法的《东海行为准则》的谈判。两国领导强调要为《东海行为准则》谈判营造有利环境。来源：越南政府新闻网🔸注：我方🇨🇳应该称为《南海行为准则》,0,1,10,405,13.7万,m,江苏,苏州,江苏,中国
11,4.99691E+15,东软外语青年,2024-2-2 9:49,#每日一习话#  第79集【#中央政府完全支持香港长期保持独特地位和优势#】  习近平：中央政府完全支持香港长期保持独特地位和优势，巩固国际金融、航运、贸易中心地位，维护自由开放规范的营商环境，保持普通法制度，拓展畅通便捷的国际联系。在全面建设社会主义现代化国家、实现中华民族伟大复兴的历史进程中，香港必将作出重大贡献。这段话出自2022年7月1日习近平主席在庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼上发表的重要讲话。央广网的微博视频编辑｜郑爱玲来源｜央广网,0,0,0,366,4252,f,,绵阳,四川,中国
12,4.99584E+15,江苏商务,2024-1-30 11:17,#外向型经济#【2023年多地跨境电商出口创新高】降低成本、畅通渠道、改善服务——2023年多地跨境电商出口创新高作为全球贸易的新势力，跨境电商让更多人实现了“买全球卖全球”。据初步统计，2023年我国跨境电商进出口2.38万亿元，增长15.6%。当前，跨境电商已成为促进外贸增长的重要动能，各地持续深化跨境电商综合改革，创新举措、打通堵点，推动跨境电商业务加快发展。出口量迅速增长跨境电商火热的市场形势吸引了国内知名电商平台纷纷开展跨境电商业务。2023年多地跨境电商出口创新高,0,0,0,84,4616,m,,南京,江苏,中国
12,4.99582E+15,郓城融媒,2024-1-30 10:14,降低成本、畅通渠道、改善服务——2023年多地跨境电商出口创新高作为全球贸易的新势力，跨境电商让更多人实现了“买全球卖全球”。据初步统计，202 网页链接 ,0,0,0,204,566,f,,菏泽,山东,中国
12,4.99582E+15,西安文旅之声,2024-1-30 10:00,#总要来一趟西安吧##我在西安过大年##2024年西安城墙新春灯会##西安城墙景区##西安城墙#两千多年前汉使张骞开辟出了横贯东西连接亚欧的古丝绸之路呈现出文化交流、贸易畅通的盛况2024西安城墙新春灯会《丝路琉光》灯组绘就出“丝绸之路”的新画卷喜气洋洋的中华“吉祥龙”与“丝路”各国元素的花灯交相辉映带你穿越千年一览万里丝路上的异域风情（via.@西安城墙景区）,1,6,8,784,158.1万,f,,西安,陕西,中国
12,4.99515E+15,齐庆园林绿化,2024-1-28 13:30,收台方案。在和平收回台湾方案停止后，产生了三种方案，第一种方案是武力收回台湾，第二种方案是锁台困台，第三种是威胁台湾，不断威胁，让台湾的所有外国人，日本人离开台湾，建一个比台湾还大得多的海南贸易畅通中心，人民币在这里可以换各国物资，各国物资在海南岛任意换人民币和物，5年后再淡统一。,1,0,0,257,731,f,北京,,北京,中国
12,4.99506E+15,辛谷2018,2024-1-28 7:46,如今的义乌中国小商品城已经成为全球小商品贸易的“晴雨表”和“风向标”。义乌主动拥抱新市场、新零售、新平台、新业态，在畅通国内国际双循环中，继续担当着敢为天下先的“弄潮儿”。 ,0,0,0,2,115,m,河南,郑州,河南,中国
