页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,关注数,粉丝数,性别,发布于,ip属地_城市,ip属地_省份,ip属地_国家
9,5.02127E+15,人喊老李工,2024-4-9 15:30,从马英九两次大陆行程表现可看出，马英九是岛内台面上稍有深受中华文化熏陶、具有浓烈家国情怀的政治人物，在马英九那个时代，可以窥见他成功的必然。由于岛内整体氛围及美国因素影响，他当政时，对于两岸的政治议题推进有限，但相较于李登辉、陈水扁时期，两岸融合发展及民心相通，还是向前迈进了不少。其实对于岛内的政治人物，应该思考台岛的长远出路，和大陆对抗显然是没有未来，如果走向极端方式，更是毁灭性，早点谈判，争取更大空间。大陆不可能长期容忍身边自己的兄弟扯后腿，台湾岛离大陆很近，离美利坚很远，这是永远改变不了的自然现实。,0,1,4,579,9,m,上海,上海,上海,中国
9,5.02126E+15,宣讲家网站,2024-4-9 15:00,#宣讲家高端论述#  【“一带一路”建设取得的成就】自2013年提出以来，“一带一路”在实践中产生很多创新成果，尤其是在政策沟通、设施联通、贸易畅通、资金融通和民心相通“五通”方面，探索出互利共赢的国际合作新模式。首都经济贸易大学经济学教授刘宏指出，政策沟通达成合作共识，设施联通建设扎实推进，贸易投资合作日益深化，资金融通机制逐步完善，民心相通建设取得积极成就。 宣讲家网站的微博视频,0,0,0,541,31.2万,m,,北京,北京,中国
9,5.02117E+15,量化哥哥,2024-4-9 8:28,实时播报：【北京市委书记尹力会见马英九一行】4月8日下午，北京市委书记尹力会见了来京参访的马英九一行。尹力代表中共北京市委对马英九一行到访表示欢迎。他说，我们愿持续加强同台湾交流交往，促进民心相通、增进民生福祉，推动两岸关系和平发展，早日实现中华民族伟大复兴。青年关系两岸未来，衷心希望两岸青年团结友爱、勇担重任，积极参与到推进祖国统一的大业中来。欢迎台湾同胞尤其青年朋友常来北京，像亲戚一样多走动、多交流。北京愿意为台湾同胞投资兴业、工作生活，提供更多发展平台、创造更好发展环境。（北京日报）乞丐谈股,0,0,0,101,49,m,广东,,广东,中国
9,5.02116E+15,喜马拉雅豆芽,2024-4-9 7:52,尹力会见马英九一行：尹力：我们愿持续加强同台湾交流交往，促进民心相通、增进民生福祉，推动两岸关系和平发展，早日实现中华民族伟大复兴。青年关系两岸未来，衷心希望两岸青年团结友爱、勇担重任，积极参与到推进祖国统一的大业中来。 尹力会见马英九一行 ,0,0,0,5992,2813,m,陕西,宝鸡,陕西,中国
9,5.02094E+15,百花杂志微博,2024-4-8 17:18,4月7日，由陕西省文化和旅游厅主办，陕西省文化馆承办的“乐之行”合唱艺术文化交流活动在陕西省文化馆曲江馆区成功举办，来自奥地利的维也纳大学爱乐团女声合唱团带来了多首奥地利经典曲目，用歌声搭起了东西方文化交流、民心相通的桥梁。#陕西省文化馆##合唱团# 百花杂志微博的微博视频 ,0,0,0,226,6564,m,,西安,陕西,中国
9,5.02082E+15,滇云发现,2024-4-8 9:32,【保山：“铁路+物流”互联互通全面提速】大瑞铁路大理至保山段通车，为滇西各族群众出行按下了“快捷键”，开辟出了一条面向滇西和东南亚国家的泛亚铁路通道，携手为实现“一带一路”的设施联通、民心相通的深度融合，打开了中国与东盟国家的便捷大通道。 保山：“铁路+物流”互联互通全面提速 ,0,0,0,782,5.6万,m,云南,保山,云南,中国
9,5.02045E+15,中国乡村发展基金会,2024-4-7 9:00,倒计时1天！#中国乡村发展基金会年报发布#即将开始！2023年我们聚焦产业发展、人才发展、乡村建设、乡村社会事业、社会动员五大方向，秉持“大爱无疆、民心相通”的国际化理念，坚持成就受益人、捐赠人及合作伙伴的服务理念，不断将捐赠人的爱心和托付准确及时地传递给欠发达地区自强不息的人们。让我们一起期待4月8日@中国乡村发展基金会 2023年度工作报告发布，坚持，就会改变！@微公益,1,1,7,2720,160.2万,m,北京,北京,北京,中国
9,5.01884E+15,王义桅,2024-4-2 22:18,《民心相通的天津实践》  胸怀天下，津津有味：祝“天下之津”视频号开播运行“天下之津”视频号开播启动仪式成功举办  天下之津-津通天下-身边国际社会 “天下之津”视频号开播启动仪式成功举办   致辞全文：王义桅教授受邀参加“天下之津”视频号开播启动仪式并做主题发言 ,0,2,7,122,211.5万,m,北京,,北京,中国
10,5.01879E+15,中国日报网,2024-4-2 19:00,#中非互联网发展与合作论坛#【#非洲青年朗诵满江红赢得满堂彩#】2024年4月2日，以“加强网络媒体合作 促进中非民心相通”为主题的“2024中非互联网发展与合作论坛——拓展中非网络媒体合作”分论坛在福建省厦门市召开。本次分论坛由中国日报网承办，旨在深化中非网络媒体的合作，共同讲好中非合作共赢的故事。来自安哥拉的卫宇达，目前就读于华侨大学华文学院汉语国际教育专业硕士二年级，现场朗诵一首中国著名古典诗词《满江红》，展现了中国古典文学的魅力，更体现了中非文化交流的活力和潜力。 中国日报网的微博视频,3,1,8,231,863.6万,m,,北京,北京,中国
10,5.01875E+15,凭海迎风XMU,2024-4-2 16:22,2024年3月28日，周四上午 厦门高林金安社区“鹭江讲坛”举办点 特邀厦大周建昌老师 主讲“五缘文化与民心相通”的专题讲座。 金安小区的50多名社工和志愿者 参加了讲座 凭海迎风XMU的微博视频 ,0,0,0,196,2956,m,福建,厦门,福建,中国
10,5.01874E+15,宜人宜宾,2024-4-2 15:56,【关注！2024#中非互联网发展与合作论坛# “拓展中非网络媒体合作”分论坛即将召开】随着全球互联网技术的飞速发展，中非之间的交流与合作迎来了前所未有的机遇。2024年4月2日，以“加强网络媒体合作 促进中非民心相通”为主题的“2024中非互联网发展与合作论坛——拓展中非网络媒体合作”分论坛将在福建省厦门市召开。本次论坛由国家互联网信息办公室和福建省人民政府主办，福建省网信办、厦门市人民政府承办，厦门市网信办协办，旨在深化中非网络媒体的合作，共同讲好中非合作共赢的故事。#拓展中非网络媒体合作#,0,0,0,353,18.3万,m,,宜宾,四川,中国
10,5.01848E+15,潮流壁纸教主,2024-4-1 22:25,11、&quot;中国梦&quot;：实现中华民族伟大复兴，基本内涵是国家富强、民族振兴、人民幸福12、&quot;四风&quot;：形式主义、官僚主义、享乐主义、奢之风13、&quot;五通&quot;：政策沟通、设施联通、贸易畅通、资金融通、民心相通14、&quot;三去一降一补&quot;：去产能、去库存、去杠杆、降成本、补短板15、&quot;三大攻坚战&quot;：防范化解重大风险、精准脱贫、污染防治16、&quot;放管服&quot;：简政放权、放管结合、优化服务17、&quot;社会主义核心价值观&quot;：富强、民主、文明、和谐（国家）、自由、平等、公正、法治（社会）、爱国、敬业、诚信、友善（个人）18.&quot;两不愁、三保障&quot;：不愁吃、不愁穿，义务教育、基本医疗、住房安全有保障19.&quot;四个自我&quot;：自我净化、自我完善、自我革新、自我提意20.&quot;两个一百年&quot;:(1）是到中国共产党成立100年时（2021年）全面成小康社会（2）是到新中国成立100年时（2049年）建成富强、民主、文明和谐、美丽的社会主义现代化强国。诚信互粉#小魔咖爱学习##公基常识小魔咖##毕业论文小魔咖##小魔咖文案#,0,0,0,8544,2420,m,河北,沧州,河北,中国
10,5.01847E+15,天津西青,2024-4-1 22:00,【习近平谈治国理政金句】#每日习语# 文化交流与旅游合作是中哈民心相通的重要桥梁和纽带。近年来，两国人文合作方兴未艾，互免签证协定生效，互设文化中心协定签署，鲁班工坊落地，青年交流佳话频传，人员往来日益密切，人民友好基础越来越牢。去年，我同托卡耶夫总统共同宣布2024年为中国的哈萨克斯坦旅游年。希望两国以旅游年为契机，深化旅游合作、增进人员往来、赓续千年友谊，携手建设好中哈关系新的“黄金三十年”，为构建中哈命运共同体作出新的贡献。（习近平同哈萨克斯坦总统托卡耶夫分别向中国“哈萨克斯坦旅游年”开幕式致贺信）,0,0,1,160,41万,m,,天津,天津,中国
10,5.01844E+15,婉聃1990,2024-4-1 19:48,文化如流淌的江河，这场跨越地域的文化邂逅，激发出绚烂多彩的艺术火花，促进了心灵相通、民心相融的深远交流。,0,0,1,2604,1.4万,m,黑龙江,双鸭山,黑龙江,中国
10,5.01752E+15,喜马拉雅豆芽,2024-3-30 7:04,心相近｜习主席的小客人访华日记：“跟中国人民心很近”：中国人的热情友好、开放包容，让第四次带领学生访华的艾森豪威尔再度感到“宾至如归”，让很多第一次去中国的学生如沐春风。相同的爱好、相通的想法，让中美青少年拉近了距离。面对面的交流中，友谊的种子已经播下。 心相近｜习主席的小客人访华日记：“跟中国人民心很近” ,0,0,0,5992,2813,m,陕西,宝鸡,陕西,中国
10,5.01727E+15,文旅之声,2024-3-29 14:39,#文化和旅游部新闻发布会# 【文化和旅游部：不断丰富旅游产品和服务供给】3月29日，文化和旅游部召开2024年第一季度例行新闻发布会，介绍推进入境旅游便利化相关工作情况。文化和旅游部产业发展司副司长傅瀚霄介绍，入境旅游可以有效促进中外人员往来，是传播中华文化，促进文明交流互鉴、实现民心相通的重要载体。中国有句古话叫“百闻不如一见”，没有什么比旅游更能让各国人民直观感受一个可信、可爱、可敬的中国形象。而且入境旅游产业链长、上下游带动作用强，对推动经济社会高质量发展有重要作用。2023年9月，国务院办公厅印发《关于释放旅游消费潜力推动旅游业高质量发展的若干措施》，也就是“旅游30条”，在加大优质旅游产品和服务供给、加强入境旅游工作等方面提出了一系列具体工作要求。文化和旅游部将深入落实“旅游30条”的各项部署，坚持“以文塑旅、以旅彰文”，促进文化和旅游深度融合发展，鼓励和引导科技创新在文化和旅游领域应用，运用新一代数字技术打造沉浸式、数字化的旅游空间，发展沉浸式文旅体验、旅游演艺、冰雪旅游、夜间文旅、避寒避暑、城市漫步等旅游新业态，丰富&quot;跟着演出去旅行&quot;&quot;跟着赛事去旅行&quot;等品牌，用优质的旅游产品和服务供给，更好满足游客的旅游消费需求，让外国游客在旅行过程中饱览中国的锦绣山河和灿烂文明，感受中国式现代化的万千气象，体验中国人民的美好生活。文化和旅游部还将坚持供需两端发力，进一步优化消费环境，改善消费条件，不断提升便利化水平，让外国游客在中国的旅游更加顺畅、更加舒心。（图片：马思伟）,2,1,1,208,123万,m,,北京,北京,中国
10,5.01686E+15,广西国际频道,2024-3-28 11:37,【获奖作品片段展播｜澜湄韵 东盟情】 近日，第四届中国—东盟友好合作主题短视频大赛获奖作品公布。优秀奖作品《澜湄韵 东盟情》以“水”为载体、媒介和主线，以“水”的内涵和表达连接中国—东盟合作的各个阶段，穿插中国与东盟合作掠影及留学生采访，展现多边合作及民心相通的显著成效。 #第四届中国—东盟友好合作主题短视频大赛# 广西国际频道的微博视频,0,0,0,13,22,m,,南宁,广西,中国
10,5.01633E+15,玛卡巴卡不熬夜,2024-3-27 0:00,要加强文化交流，促进民心相通。—在更广阔的人类文明领域，播撒民心相通的友谊种子，奏响“诗和远方”的华美乐章，我们使命光荣、重任在肩。 ,0,16,2,965,1374,f,陕西,西安,陕西,中国
11,5.01631E+15,王义桅,2024-3-26 22:36,民心相通不仅是构建人类命运共同体的方式，也是目的，通过理解人、人们和人类，可以推进民心相通，服务于构造新的底层逻辑和全球政治生态。民心相通是一个全球性现象，且是解决人类问题的关键。  习近平外交思想的文化根基研讨会——暨《民心相通的中国实践》新书发布会在京举行 网页链接 ,2,0,7,122,211.5万,m,海南,海口,海南,中国
11,5.01617E+15,群学书院,2024-3-26 13:50,#群学书院# 影响美国对华政策的四股力量#阅读##社会##中美关系#  美国国内存在四类群体，这四类群体构成了影响美国外交决策的四股力量。这四股力量关于中国崛起后的“已知与未知”深刻地影响着美国对华政策。下文摘自人大王义桅教授等合著的《民心相通的中国实践》。 ,0,0,0,165,885,m,江苏,南京,江苏,中国
11,5.01611E+15,新时代中国外交思想库,2024-3-26 9:30,#这就是中国外交#【王沪宁会见尼泊尔副总理兼外交部长施雷斯塔】中共中央政治局常委、全国政协主席王沪宁25日在京会见尼泊尔副总理兼外交部长施雷斯塔。王沪宁表示，去年，习近平主席同普拉昌达总理会见，就发展中尼关系达成重要共识。双方要强化政治支持，推进高质量共建“一带一路”，深化民心相通。中方愿同尼方一道，落实好两国领导人重要共识，深化中尼面向发展与繁荣的世代友好的战略合作伙伴关系，推动构建更加紧密的中尼命运共同体。中国全国政协愿为此作出积极贡献。施雷斯塔高度评价中国在习近平总书记和中国共产党领导下取得的巨大成就，表示尼方坚定奉行一个中国原则，期待同中方加强各领域交流合作，更好造福两国人民。胡春华、巴特尔、王东峰参加会见。 新时代中国外交思想库的微博视频,3,0,8,82,345.7万,m,,北京,北京,中国
11,5.01609E+15,喜马拉雅豆芽,2024-3-26 8:03,瞭望丨习近平总书记这样谈中华文明的和平性：推动文明交流互鉴，促进民心相知相亲相通。习近平总书记强调：“文明如水，润物无声。我们应该推动不同文明相互尊重、和谐共处，让文明交流互鉴成为增进各国人民友谊的桥梁、推动人类社会进步的动力、维护世界和平的纽带。”2023年3月，他提出全球文明倡议，指出“我们愿同国际社会一道，努力开创世界各国人文交流、文化交融、民心相通新局面，让世界文明百花园姹紫嫣红、生机盎然”。 瞭望丨习近平总书记这样谈中华文明的和平性,0,0,0,5992,2813,m,陕西,宝鸡,陕西,中国
11,5.01581E+15,青城派掌门刘绥滨,2024-3-25 14:06,#马英九将率台湾青年来大陆交流参访#热烈欢迎长得很帅的马先生，促进两岸民心相通，和平统一的可能性才更大。 ,2,42,47,4634,80.8万,m,四川,成都,四川,中国
11,5.01576E+15,聚焦拉美,2024-3-25 10:30,#外交一线# 【“一带一路”民心相通研讨会在委内瑞拉举办】中国驻委内瑞拉大使馆和委外交部22日在加拉加斯共同举办“一带一路”民心相通研讨会。中国驻委大使、委副外长以及委方赴华学员代表、智库学者近百人参会。中国驻委内瑞拉大使蓝虎致辞时说，中国积极顺应时代发展潮流，倡导平等有序的世界多极化和普惠包容的经济全球化，全面推进与委各领域务实合作。两国建交近50年来，中方通过数量众多的人力资源培训项目，为推动委经济社会发展作出了重要贡献。希望赴华学员们充当两国交往的使者，积极学以致用，为促进双边务实合作、深化两国人民友谊作出自身贡献。委内瑞拉副外长普格高度评价中国经济发展取得的巨大成就和在国际舞台上所展现的大国担当，衷心感谢中方一直以来在人力资源培训等领域给予委方的宝贵支持，表示委方愿继续同中方加深相互了解、扩大互利合作，推动两国全天候战略伙伴关系行稳致远。委内瑞拉国家公诉人拉米雷斯、新闻和通信部副部长罗德里格斯、渔业和水产部国际司司长梅迪纳及其他学员代表踊跃发言，分享在华学习培训经历，并就两国关系发展积极建言献策。,0,0,5,904,27.2万,m,,北京,北京,中国
11,5.01473E+15,五粮液,2024-3-22 14:32,#举杯大国浓香 共赴和美未来# 每一个故事都见证了跨越山海的双向奔赴，每一次对话都承载着民心相通的跨国情谊。五粮液独家冠名CCTV-1#美美与共# 收官，但中外文明互鉴的步伐不会停歇，一同期待下一次的启程！ ,4,3,30,197,602.2万,m,四川,宜宾,四川,中国
11,5.01504E+15,北部湾在线,2024-3-23 10:36,【#第四届中国—东盟友好合作主题短视频大赛# 获奖视频展播】《澜湄韵 东盟情》以“水”为载体、媒介和主线，以“水”的内涵和表达连接中国—东盟合作的各个阶段，穿插中国与东盟合作掠影及留学生采访，展现多边合作对民心相通的显著成效。@北部湾在线 北部湾在线的微博视频 ,0,0,0,338,83.3万,m,,南宁,广西,中国
11,5.01477E+15,中国中医药报,2024-3-22 16:42,2000多年前，中医药沿着古丝绸之路交流推广，成为中外商贸往来的重要内容。今天，中医药已传播至全球196个国家和地区，“走出去”步伐不断加快，影响力显著提升，为增进文明互鉴、促进民心相通、维护人类健康福祉作出积极贡献。@人民日报  “中医药价值得到越来越多认可” ,8,1,8,211,23.7万,m,,北京,北京,中国
11,5.01474E+15,育见新闻,2024-3-22 15:10,【2024年3月22日15:10 档《教育新闻直播间》】#教育新闻直播间#【教育脉动，资讯随行！2024年3月22日15:10 档《教育新闻直播间》如约而至！】精彩看点：●第十二届中国大学生电视节开幕盛典亮点抢先看！●以民心相通超越公共外交 构建“人类命运共同体”●美国中学生收获北大“初体验” ●局长带你“话”水系：在真实情境中读懂地下水保护●四川雅江森林火灾起火原因初步查明 系施工动火作业引发敬请关注！  育见新闻的微博视频,1,0,0,225,140.4万,m,,,,
12,5.01463E+15,沙场秋点兵22752,2024-3-22 7:47,有图有真相，执法人员面对复杂情势，如何判断是非，理解法的本义，故意非故意应该很好区分！如果当地社会失序，社会面貌暴民化，人们集体失智演绎法不责众，这样的地区，在历史上就是不征之地不堪教化，所谓远人不服礼乐教之，民心不相通，学校也不援建了，书也不卖，给原始人一块保留地，上树当猴吧！,0,0,0,953,9,m,山东,,山东,中国
12,5.01438E+15,经典教材,2024-3-21 15:12,@中国人民大学出版社   中国人民大学出版社举办习近平外交思想的文化根基研讨会暨《民心相通的中国实践》新书发布会         《民心相通的中国实践》是继《国之交如何民相亲》之后新时代中国公共外交理论和实践领域的又一部力作。民心相通贵在心的相通，即心灵沟通和价值认同。网页链接 ,0,0,7,146,1175,f,北京,北京,北京,中国
12,5.0143E+15,王义桅,2024-3-21 9:34,民心相通如何回答四问：时代之问，历史之问，人民之问，世界之问？网页链接   【社科书评】守正出新，美美与共 ——评王义桅教授新著《民心相通的中国实践》 网页链接 ,0,1,10,122,211.5万,m,北京,,北京,中国
12,5.01429E+15,新时代中国外交思想库,2024-3-21 9:00,【习近平外交思想的文化根基研讨会暨《民心相通的中国实践》新书发布会举办】习近平外交思想的文化根基研讨会暨《民心相通的中国实践》新书发布会19日在北京文化大厦举办。此次活动由中国人民大学习近平新时代中国特色社会主义思想研究院主办，来自中国人民大学、察哈尔学会、中国社会科学院、中国国际问题研究院、清华大学、北京大学、外交学院、@中国外文局 、中国欧盟协会等科研院所、高校和社会团体的10余位专家学者出席了活动，共同探讨《民心相通的中国实践》中提出的理论、观点。《民心相通的中国实践》是继《国之交如何民相亲》之后新时代中国公共外交理论和实践领域的又一部力作。该书理论联系实际，从政治体制、宗教、历史、文化、国民性等方面深入分析民心相通的理论与实践问题。作者以案例形式梳理了中美、中德、中印、中国和东盟、中非、中拉之间如何推进民心相通工作，并对大数据时代、后疫情时代以及“一带一路”场景下如何进一步开展公共外交提出了建设性意见。与会专家学者们一致认为，该书系统性呈现了中国在推进全球民心相通方面的策略和经验，为增强国际社会的相互理解和合作提供了重要的理论支撑和实践指导。在全球化日益深入的今天，这种研究不仅对于推动国际文化交流具有指导意义，也对构建人类命运共同体提出了可行的路径。该书作者@王义桅 表示，民心相通是一个全球性现象，是解决人类问题的关键。通过这本书，他希望引发民心相通的人类实践，促进全球南方的实践，同时促使全球北方反思公共外交。据悉，《民心相通的中国实践》是《国之交如何民相亲》的姊妹篇，后者于2020年出版，提出新时代中国公共外交之道在于民心相通。,1,0,4,82,345.7万,m,,北京,北京,中国
12,5.01413E+15,王义桅,2024-3-20 22:44,答谢致辞之一（速录稿）2024-3-19本来有一个发言稿，都已经发给大家了，我就不讲了，因为现场学习的才是最新鲜的。我讲一二三：一、一个主题：民心相通的中国实践。两年前我们在第一个一百年实现的时候发表了一个白皮书叫《人类减贫的中国实践》，摆脱贫困是整个人类摆脱贫困的重要实践。这启发了我。所以今天我们用的书名叫《民心相通的中国实践》，刚才可金师弟讲了很多现在民心不通，老子和儿子都不通，这是一个全球性现象，所以中国做的怎么样，不仅是为了解决中国自己的问题，实际上是为解决人类问题提供了文化智慧和新时代方案。既然民心不通是一个全球性现象，大家不要沮丧，说中国现在形象不好了，那俄罗斯的形象就好了吗，美国的形象就好了吗，我看美国、德国他们相互也不对眼，谁的形象都不好，咱们的日子都不好过，这是一个普遍现象。这个书名实际上是对整个人类问题的回答，所以它叫中国实践。我们为什么要从文化的角度来回答呢，我们校长书记要去武夷山举办一个武夷山论坛，也是纪念总书记三年前在武夷山的朱熹园考察的时候说的一句话，说如果没有5000年连续不断的中华文明，哪有什么中国特色。因为我们是唯一连续不断的文明，咱就特，就是你文明的自豪，所以我觉得解决人类民心不相通的问题，还真需要回到中华的智慧，很多西方学者包括诺贝尔奖获得者都一致认为。说文解字，民心相通四个字，我们讲的“民”不是你说的people，因为美国人也讲people，但是他那个people是Created by the God，你看《圣经》里第一句话，God created the heavens and the earth，and created the man and found ripple of man created woman，《世界人权宣言》第一句话我们的张彭春把它改掉了，说 all the man and woman are born not created equal。中西人权对话，说的人跟咱们说的人不是一个人：西方的人是神造的，咱们人是父母生的，所以我们是人民大学，不是天主教大学。为什么寄希望于中华文明，因为中华文明不是一神论的，基本上其它的文明都是一神论的，一神论就会以我为中心，无论是读《圣经》、《古兰经》还是读其它的宗教经典，都说我才是唯一的神，你就要被我皈依，皈依不掉就把你妖魔化，所以我们有很多翻译，美国也说engagement policy field，他讲的engage，结果我们翻译成“接触政策”，好像中美之间不接触一样，译法肯定是错误的，他讲的engage就是来自于基督教的皈依，他要把你皈依跟我一样的意识形态，结果他为什么失望了呢，因为中国开始做自己的梦了，不做你的美国梦了，美国人很沮丧。伊斯兰教也好，刚才讲文明，都有这样一个类似的问题。我前不久去了一趟莫斯科，大家都说要注意中法公共外交，我觉得最应该写的中俄也应该民心相通，也应该写一章，那一年那个学生里面正好没有学法语的，有点遗憾，所以它有这个随机性的，这是2019年那个课堂的作品，经过三年的努力，现在才出来是不容易，一方面是疫情，另外一方面大家知道涉及到宗教、侨务、外交，找了外交部领导，找了侨办领导，好不容易把这儿跑下来的，曹老师知道这中间的辛酸。今天能够面试给大家，能够告慰这几年的努力，让学生的作品能够出来，我觉得比我任何书的发布更值得高兴和自豪，这是我讲的题目，民心相通的中国实践，为什么要回到传统文化，因为我们不是一神论，是儒道释并存的，所以我们才能最大层面上的包容真正意义上的多样性。欧盟铭言 Unity in Diversity，这个unity的基础是基督教。所以欧洲一体化里面非常多的是有基督教的思想，德国的政党叫基民盟、基社盟，政党里就叫基督教的，千万不要忽视他们背后宗教认同，他不会说的，写在法律文件，宗教革命后政教分离，但隐形而已，但是这种宗教的东西长期以来是被我们忽视的。我们的教育里面，我跟教育部的领导也说过，我们教育有两大问题，一个是不教宗教，尤其是伊斯兰教，不敢碰，一碰就犯错误，包括我们现在的出版，其实这本书能够出版真是谢天谢地，里面涉及到大量很敏感的，刚才你们说这么赤裸裸的问题都能够问出来，以前的书真的很难出的。第二个不教拉丁文，中文有说文解字，而国际关系不大说文解字。我今天早上教欧盟的课，我就问学生什么叫欧洲，什么叫欧盟，什么叫community，什么叫council，什么叫commission，committee是人和神的一种契约派生的法律语言。我们人民大学就有外籍老师，每次我的学生都去上他的课，叫雷立柏，不仅是拉丁文，日、中文等等，这是非常重要的，我们经常想当然这个词就这么翻译了，不知道这个词背后是有非常多的历史文化故事，尤其是有宗教含义的，希腊神话的，这个我觉得是很重要的，所以我用民心相通，我们现在世界上民心不通，能不能用中国文化尝试解决这个问题。我说我说我们能解决好，对其它的民心不通做一些启迪，这是我们作为一个五千年中华人民传承者应有的责任。我经常在课堂上讲，每一个中国人生下来就已经五千岁了，你是五千岁+1岁，我今天是五千岁+50岁，所以你这个智慧应该要传承下来，因为你是唯一连续不断的，其它的很难说我是几千岁+多少岁。印度人说六千岁是很难说的，埃及人八千岁吗，No，他不是连续性的。所以今天人类的问题，中国我觉得要有责任，要有自觉意识去解决民心不通的问题，所以第一就是它的主题，要从文化上找这个，这是我讲的第一个。,9,6,27,122,211.5万,m,北京,,北京,中国
12,5.01427E+15,聚焦拉美,2024-3-21 8:05,#拉美声音# 【“中医药价值得到越来越多认可”】2000多年前，中医药沿着古丝绸之路交流推广，成为中外商贸往来的重要内容。今天，中医药已传播至全球196个国家和地区，“走出去”步伐不断加快，影响力显著提升，为增进文明互鉴、促进民心相通、维护人类健康福祉作出积极贡献。        巴西戈亚斯联邦大学是拉美地区第一所中医孔子学院，开设中医概况、推拿、针灸等课程，每月定期开展中国文化和中医药相关讲座。去年10月，该校与河北中医药大学合作开设的中医诊疗中心正式揭牌。该校护理学院院长卡米拉表示：“中国专家为我们团队进行的持续培训，标志着我们向优质和全面护理迈出了重要一步。”,1,0,2,904,27.2万,m,,北京,北京,中国
12,5.01412E+15,微风erziguli,2024-3-20 22:00,#你好乌鲁木齐#  乌鲁木齐努力推进政策沟通、设施联通、贸易畅通、资金融通、民心相通，如同一个磁场，吸引着越来越多的人流、物流、资金流和信息流。 ,0,0,1,9,25,f,新疆,乌鲁木齐,新疆,中国
12,5.0141E+15,王义桅,2024-3-20 20:52,《民心相通的中国实践》新书发布 专家建言高质量共建“一带一路”：亮出各国“独门绝活”发挥中国市场优势 共同推动全球科技创新_央广网 《民心相通的中国实践》新书发布 专家建言高质量共建“一带一路”：亮出各国“独门绝活”发挥中国市场优势 共同推动全球科技创新 ,1,1,11,122,211.5万,m,北京,,北京,中国
