页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,关注数,粉丝数,性别,发布于,ip属地_城市,ip属地_省份,ip属地_国家
12,5.01559E+15,最爱福州,2024-3-24 23:06,福州：要站位全国大局、世界格局，谋划构筑服务和融入新发展格局的战略支点，拓展对内联结、对外开放的发展空间。要加快新区新城、福州都市圈建设，推动基础设施互联互通、公共服务资源共享，促进区域协同发展 ,1,9,28,673,19.6万,m,福建,福州,福建,中国
12,5.01546E+15,河南日报农村版,2024-3-24 14:50,#河南安徽在下一盘大棋#【河南、安徽签署协议，加强交通运输领域合作】为提升区域互联互通能力，助推中部地区加快崛起、中原经济区战略深入实施，3月21日，河南省人民政府、安徽省人民政府在郑州共同签署《关于加强交通运输领域合作的协议》。根据协议，两省将统筹推进跨区域交通基础设施建设，建成一批省际通道项目，打造一批优质运输服务品牌，着力构建安全、便捷、高效、绿色、经济、包容、韧性的现代化综合交通体系，为中部地区更高质量发展当好开路先锋。#河南安徽的距离又要拉近了# 大河网的微博视频,1,0,0,145,7.8万,m,,郑州,河南,中国
12,5.01463E+15,中国公路,2024-3-22 8:00,#交通运输民生实事# 【豫鲁合作再通一条大动脉，省道304线濮阳黄河大桥正式通车】道路打通、经济流通、人心相通。在很多人看来，省道304线河南濮阳黄河大桥通车，不仅打通了省际瓶颈路段，也让豫鲁两地在交通基础设施互联互通上优势互补，更好实现“双向赋能”。（来源：河南交通广播）#中国式现代化的开路先锋# #中国公路百事通# 河南交通广播的微博视频,0,0,0,261,3.3万,m,,北京,北京,中国
12,5.01368E+15,安徽国资,2024-3-19 16:40,#省企直达# 【“皖小能”接入高德地图，充换电可一键查询！】近日，省充换电基础设施综合运营平台（“皖小能”平台）与高德地图实现充电业务互联互通，这一合作将提升全省“充换电一张网”的触达率和充电服务便利性。网页链接 ,0,0,0,29,1.4万,m,,合肥,安徽,中国
12,5.01365E+15,山西省通信管理局,2024-3-19 14:44,山西省通信管理局召开推进算力基础设施互联互通平台建设座谈会为贯彻落实工信部等六部门印发的《算力基础设施高质量发展行动计划》，进一步推动《山西省算力基础设施高质量发展实施方案》落地落实，近日，山西省通信管理局组织召开首次推进算力基础设施互联互通平台建设座谈会，相关省市通信管理局、省内基础电信企业、中国信息通信研究院、北方算力智联科技、山西云时代、吕梁天河超算、国科晋云等政府部门和企业代表参会。会议以协同推进算力基础设施互联互通平台建设为主题，围绕山西省算力基础设施资源、算力服务、业务模式等方面基本情况、存在问题和下步工作措施进行了交流讨论。与会单位对多省市加强算力互联互通和运行监测服务平台建设、构建区域算力互联互通及算力服务保障体系达成了共识。山西省通信管理局党组成员、纪检组长、副局长王千里表示，加快推进算力基础设施互联互通，是贯彻落实习近平总书记关于发展新质生产力的重要论述，推进算力基础设施高质量发展，有效服务和支撑山西经济社会数字化转型的重要举措。要坚持以习近平新时代中国特色社会主义思想为指导，全面贯彻党的二十大精神，稳步提升算力综合供给能力，抓住算力、数据、算法等关键要素，进一步推进算力互联互通体系发展。一是要着眼加快打造全国算力“一张网”，加强与兄弟省市的协同交流，推进算力互联互通和运行监测服务平台建设应用。二是要积极探索构建算力协同调度机制，依托国家新型互联网交换中心、互联网骨干直联点等设施，促进多方算力互联互通。三是要建立算网监测机制，摸清省内算力资源底数，助推算力标识注册、算网参数调度、身份认证管理等相关工作开展。四是要坚持多元供给，协同推进，积极融入京津冀节点，承接外溢与低碳算力需求，推进山西一体化算力基础设施布局，促进跨地区算力基础设施高质量发展，为加快建设制造强国、网络强国、数字中国贡献山西力量。,0,0,0,29,2.5万,m,,太原,山西,中国
12,5.01143E+15,通信世界全媒体,2024-3-13 11:30,【北京市通信管理局召开算力互联互通工作推进会】为贯彻落实工业和信息化部等六部门联合印发的《算力基础设施高质量发展行动计划》，推进北京市算力互联互通体系建设，以及2024年度北京数据基础制度先行区重点任务要求，北京市通信管理局会同市经济和信息化局于近日召开“以互联互通推进算力基础设施高质量发展”工作推进会。工业和信息化部北京互联网交换中心、中国信息通信研究院、北京基础电信企业、重点云服务企业、北京市通信与互联网协会等，总计26家单位相关负责同志以线下或线上方式参会，就北京地区算力互联互通体系建设、算力资源规模汇聚、首都地区高效协同的算力资源配置机制，以及推动国家算力枢纽节点间资源互通，促进跨地区算力基础设施高质量发展等问题展开研讨。会上，市经济和信息化局数字经济专班介绍了市算力基础设施发展最新情况及相关要求，北京互联网交换中心介绍了算力互联互通试点经验，以及“算力互联互通和运行服务平台”建设的具体方案和安排。与会各单位就当前算力基础资源、算力服务、业务模式等方面基本情况和存在的问题做了深入的交流。大家对参与算力互联互通和运行服务平台建设，完善算力互联互通及算力服务保障体系达成了共识，会议取得积极成效。会议强调，做好算力互联互通和运行服务平台建设，进一步推进算力互联互通体系发展，是解决当前算力供给矛盾的重要抓手，需要做好三方面工作：一是提高政治站位，坚决贯彻落实党中央国务院决策部署，充分发挥算力集聚效能和算力新质生产力作用，深刻认识推进算力互联互通工作的极端重要性；二是凝聚行业共识，加快构建北京算力互联互通体系。积极引导算力服务企业参与平台建设，构建一个智能感知、协同调度的算力互联互通和运行服务平台，推动公共算力资源标准化互联互通；三是加强沟通协作，加快汇聚我市及津冀蒙宁周边集群算力资源，通过统一标识实现多样性算力互联感知，培育算力互联互通产业链多元主体，实现算力跨区域的灵活调度和高效服务。通过这些举措，进一步推动算力互联互通体系的发展，为打造全国统一算力服务大市场，加快构建全国算力一张网，促进数字经济的繁荣和发展奠定坚实基础。,0,0,0,1200,32.7万,m,,北京,北京,中国
12,5.01112E+15,前沿君,2024-3-12 15:12,强化重要金融基础设施统筹监管。牵头制定《金融基础设施监管办法》，建立健全统一的金融基础设施监管框架和准入制度。推进交易报告制度和交易报告库建设。持续推动债券市场登记结算系统互联互通，促使金融市场要素自由流通。 ,0,0,0,923,4.8万,m,北京,北京,北京,中国
12,5.01106E+15,爱济南发布,2024-3-12 11:22,【济南都市圈观察②：“脉络”畅通，一“圈”相拥赢未来】　交通是大中小城市协同发展、高效联系最基础的基础设施，不但是联系并且拓展空间的“桥梁”，还是产业经济转型的重要支撑。　　因此，推动区域协作高质量发展，交通作为“脉络”要先行，率先推进互联互通。　　备受期待的《济南都市圈发展规划(2024-2030年)》近日一经公布，便引来诸多关注。其中，济南都市圈建设在谋篇布局区域未来发展蓝图时，提升基础设施互联互通水平更被列为重点任务之首。 济南都市圈观察②：“脉络”畅通，一“圈”相拥赢未来,0,0,0,100,208.4万,m,,济南,山东,中国
12,5.0108E+15,巴南广播电视台,2024-3-11 18:03,【提升巴南区域互联互通水平！9个市区共建城市交通项目正加速推进】巴南区住房城乡建委消息，近年来，巴南区已建成3个市区共建城市重大交通基础设施项目，目前还有9个项目正在抓紧建设中。所有项目建成后，将进一步提升巴南区域互联互通水平。提升巴南区域互联互通水平！9个市区共建城市交通项目正加速推进 ,0,0,0,454,21.5万,m,,重庆,重庆,中国
13,5.01066E+15,证券日报之声,2024-3-11 8:55,#证券日报聚焦两会# 【破“难点”通“堵点” 让数据顺畅成为资产、资本和财富】张琦认为，为避免多层次市场成为割裂的、碎片化市场，应以国家数据交易所为核心，形成基于统一规则和一体化基础设施的互联互通市场体系。张琦建议，加快出台促进数据交易的法律法规、部门规章及政策举措等规范性文件，为数据流通使用提供全国统一的规则制度。经过多年的发展建设，我国已经逐步建立了数据要素流通生态，被业内称为“数商”的数据第三方服务机构数量快速增长。据上海数据交易所统计，2013年至2023年，中国数商企业数量从约11万家增长到超过100万家。全国政协委员、普华永道亚太及中国主席赵柏基在接受《证券日报》记者采访时表示，促进数据流通交易，一方面要加强跨部门统一协同，加大对创新探索的激励，引导企业及金融机构共建数据要素流通生态；另一方面要加强各地交易所在规则、流程、信息等方面的协同与互通，加快构建全国一体化的数据要素流通交易市场体系。此外，在各细分领域引导培育一批业务能力强、服务质量高的数商，促进数字经济高质量发展。网页链接,1,0,0,363,165.6万,m,,北京,北京,中国
13,5.00973E+15,财经杂志,2024-3-8 19:11,【两会观察 | 更加务实地“挑大梁”，广东团开放日为何出现这一幕】这份底气来自扎实的产业根基，来自长期关注和选择广东的海内外投资者，更来自一位位居民个体的“用脚投票”。广东在会上公布数据，2023年粤港澳大湾区的经济总量已经达到14万亿元的大关。伴随着基础设施互联互通加快推进，已基本实现大湾区主要城市间1小时通达，在大湾区有超过8万名的港澳学生在广东的中小学校就学，有超过20万港澳的居民在广东工作发展，累计孵化的港澳项目超过4800个。开放的广东，正成为全世界范围内越来越多年轻“创客”们的目的地，有人来这里创新创造，有人享受这里的开放与繁华。详见：南财论道·两会观察 | 更加务实地“挑大梁”，广东团开放日为何出现这一幕（21财经）,1,0,3,503,751.2万,m,,合肥,安徽,中国
13,5.00961E+15,市值风云App,2024-3-8 11:23,#涨停分析#$必得科技(605298.SH)$一、 涨停时间2024-03-08 (09:30)二、事件催化2024年3月6日国家发改委表示，加强都市圈交通基础设施互联互通，稳步推进轨道交通网络建设，加快畅通未贯通公路和瓶颈路段。三、公司题材（1）高铁概念：公司产品的主要应用领域为动车组和城轨车辆，可以在高铁上应用。（2）高端装备概念：公司主要为轨道交通车辆提供配套产品，产品主要包括三大系列：车辆通风系统、电缆保护系统以及智能控制撒砂系统，此外，还有接触式障碍物与脱轨检测系统等新研发的其他类产品。,1,0,5,81,31万,m,,深圳,广东,中国
13,5.00959E+15,太太看A股-赵太,2024-3-8 9:42,#a股# 舆情热度1、轨交设备：国家发改委表示，加强都市圈交通基础设施互联互通，稳步推进轨道交通网络建设。（科安达、必得科技、长青科技、雷尔伟、神州高铁等）2、设备更新：国家发改委表示，设备更新将是年规模超5万亿的巨大市场。（冀凯股份、冀东装备、博信股份、星光农机、卓郎智能等）3、金属有色：1）美联储预计2024年内适当时点开启降息；2）机构表示，政府工作报告强调财政政策偏积极，财政发力从需求端为工业金属提供支撑。（罗平锌电、四川黄金、怡球资源、青岛中程、紫金矿业等）4、消费：《政府工作报告》对扩大内需出了部署安排，1）促进消费稳定增长；2）积极扩大有效投资；3）促进投资和消费有机结合。（大连圣亚、洪兴股份、泉阳泉、雪祺电气、长白山等）5、先进封装：业界消息称，HBM良率仅为65%；SK海力士投资超过10亿美元，以扩大和改进其芯片封装。（通富微电、赛腾股份、雅克科技、飞凯材料、亚威股份）,0,1,6,873,35.4万,m,北京,北京,北京,中国
13,5.00957E+15,村口的黑脸,2024-3-8 8:48,轨交设备-国家发改委表示，加强都市圈交通基础设施互联互通，稳步推进轨道交通网络建设（科安达、必得科技、长青科技、雷尔伟、神州高铁等） ,3,4,21,540,27.5万,m,河南,郑州,河南,中国
13,5.0094E+15,河北新闻广播,2024-3-7 21:32,【2024年全国两会特别节目《对话京津冀·十年著新篇》第三期《“轨道上的京津冀”加速形成 助推文旅融合协同发展》】#京津冀协同发展十周年# 交通一体化是京津冀协同发展率先突破的重点领域。十年来，三地着力推进交通基础设施互联互通，打通“断点”“堵点”，“轨道上的京津冀”加速形成，交通一体化跑出了“新速度”。随着京津冀“一小时交通圈”形成，三地携手推动文旅产业协同发展，区域“旅游圈”不断扩容，文旅市场“热辣滚烫”。2024年全国两会特别节目《对话京津冀·十年著新篇》，第三期聚焦《“轨道上的京津冀”加速形成 助推文旅融合协同发展》。 京津冀之声FM1006的微博视频,2,1,1,739,64.7万,m,,石家庄,河北,中国
13,5.00933E+15,犀牛之星官方,2024-3-7 16:47,犀牛之星3月7日讯，今日北交所全天维持震荡下行，北证50大跌逾3.5%；受发改委关于加强都市圈交通基础设施互联互通，稳步推进轨道交通网络建设消息拉动，交通基建股逆市走强，铁大科技（872541）涨逾22%、瑞奇智造（833781）涨逾6%；医美锦波生物（832982）涨逾5%；AIGC概念股跌幅居前，广脉科技（838924）跌逾10%、曙光数创（872808）跌逾7%；指数方面，北证50今日大跌3.61%，截至当日收盘，23只个股收涨、220只个股收跌。涨幅排行方面，铁大科技涨22.08%居首、广厦环能（873703）涨10.64%次之。跌幅排行方面，广脉科技跌10.58%居首，莱赛激光（871263）跌9.71%次之。成交额方面，北交所全天共成交80.16亿元，曙光数创成交3.73亿元居首，鼎智科技（873593）成交2.69亿元次之。,0,0,0,66,1万,m,广东,深圳,广东,中国
13,5.00928E+15,中国网,2024-3-7 13:06,【刘振芳代表：#推动中国铁路标准国际化#】共建“一带一路”，互联互通至关重要。铁路作为综合交通运输体系骨干，是基础设施互联互通的重要组成部分。3月6日，全国人大代表，国铁集团党组书记、董事长刘振芳在接受记者采访时表示，国铁集团将加强与国际合作组织及国外铁路机构交流，推动中国铁路标准国际化。全国人大代表刘振芳：加强铁路国际合作 推动中国铁路标准国际化 #2024年全国两会聚焦#,0,0,2,487,516.8万,m,,北京,北京,中国
13,5.00925E+15,NormanXSJ,2024-3-7 11:21,电脑的发明，柏林墙的倒塌，从技术上到人们意识上都开启了人类互联互通的基础。网络的兴起，浏览器的发明，让人们更容易的互相交流。与别人交流是我们的天性之一，互联互通，催生了标准化的进程，经济的，财务的，科学的。数字化让信息的传播非常便捷，行业的投资泡沫也加快了基础设施的建设。 ,0,0,0,152,1,m,上海,,上海,中国
13,5.00908E+15,朝蹦跶_修身养性等待仁俊回归版,2024-3-7 0:00,突出协调发展，培育打造现代化都市圈。都市圈是推动超大特大城市转变发展方式、促进大中小城市协调发展的有效途径。我们将以中心城市辐射带动周边市县共同发展为方向，加快培育一批现代化都市圈。加强都市圈交通基础设施互联互通，稳步推进轨道交通网络建设，加快畅通未贯通公路和瓶颈路段；强化产业分工协作，推动超大特大城市部分产业向周边转移；推动都市圈内优质公共服务共建共享。,0,2,1,365,643,f,广东,广州,广东,中国
14,5.00895E+15,安徽国资,2024-3-6 15:42,#省企直达# 【省能源集团：省充换电设施综合运营平台拓展第三方地图服务】近日，省充换电基础设施综合运营平台（“皖小能”平台）与高德地图实现充电业务互联互通，这一合作将提升全省“充换电一张网”的触达率和充电服务便利性。网页链接 ,0,0,1,29,1.4万,m,,合肥,安徽,中国
14,5.00893E+15,中国信息通信研究院,2024-3-6 13:56,【两会专访丨全国政协委员、中国信通院院长余晓晖：加快推进算力互联互通，构建算力服务统一大市场】算力是支撑数字经济发展的关键基础设施，是智能时代全球性的紧缺战略资源。今年全国两会上，全国政协委员、中国信息通信研究院院长余晓晖建议，发挥全国超大规模市场优势和互联网发展成功经验，以算力先互联、再成网、构建大市场为主线，基于统一标识符实现多样性算力互联感知，通过弹性网络能力和标准化架构接口实现业务和数据流动互通，进而打造形成智能感知、高速弹性、安全绿色、先进普惠的算力互联网，构建全国统一算力服务大市场。两会专访丨全国政协委员、中国信通院院长余晓晖：加快推进算力互联互通，构建算力服务统一大市场,0,0,0,430,4.7万,m,,,北京,中国
14,5.00861E+15,齐鲁晚报枣庄站,2024-3-5 16:41,#晚报记者带你看两会#【两会声音 | 全国政协委员李兴钰：加快建设沿黄陆海大通道】#代表建议加快建设沿黄陆海大通道# 全国政协委员、山东省侨联主席李兴钰建议加快建设沿黄陆海大通道，实现沿黄省份基础设施的互联互通，有利于推进“东中西”互联、“陆海空”联通，真正促进沿黄省份的发展。 齐鲁晚报的微博视频,0,0,0,139,38.5万,m,,济南,山东,中国
14,5.0086E+15,齐鲁晚报,2024-3-5 16:19,#晚报记者带你看两会#【两会声音 | 全国政协委员李兴钰：加快建设沿黄陆海大通道】#代表建议加快建设沿黄陆海大通道# 全国政协委员、山东省侨联主席李兴钰建议加快建设沿黄陆海大通道，实现沿黄省份基础设施的互联互通，有利于推进“东中西”互联、“陆海空”联通，真正促进沿黄省份的发展。 齐鲁晚报的微博视频,5,6,11,1780,1664.2万,f,,济南,山东,中国
14,5.00859E+15,西安网络广播电视台,2024-3-5 15:59,【#西咸新区告别双城记迈向同城化#】为加快推进西咸一体化进程，西咸新区在基础设施上率先突破，全力推动西安中心城区与西咸新区互联互通道路建设，打通大动脉、畅通微循环，带动群众告别“双城记”、迈向“同城化”。西安广播电视台的微博视频 ,0,0,0,555,8.3万,f,,西安,陕西,中国
14,5.00851E+15,文山发布--官方微博,2024-3-5 10:20,【文山州：“大交通”筑就腾飞路】近年来，文山州全力构建集铁路、公路、机场、港口于一体的立体综合交通网，逐步实现邻州、邻省、邻国之间的互联互通，赋能全州经济社会高质量跨越式发展。随着交通基础设施的逐步完善，有助于文山州更好服务和融入新发展格局，纵深推进省委“3815”战略文山行动和系列三年行动，切实增强经济活力、改善社会预期、增进民生福祉、保持社会稳定，不断巩固和增强稳中向好的发展态势，奋力谱写中国式现代化文山实践新篇章。（来源：《文山日报》）,0,0,0,157,34.8万,m,,文山壮族苗族自治州,云南,中国
14,5.00813E+15,网信滨海,2024-3-4 9:25,【#瓣瓣同心# ｜一座港，一条路，三省市，一个家】一港服务京津冀，四条高铁连京津……这是京津冀协同发展战略实施十周年以来，三地基础设施互联互通加速推进的硬核成果，是打破“一亩三分地”“共下一盘棋”的火热实践，是协力同心落实国家战略的壮阔画面。 网页链接 ,0,0,0,104,12.3万,m,,天津,天津,中国
14,5.00813E+15,蔡小CC11445,2024-3-4 9:14,#京津冀瓣瓣同心#交通、通信等基础设施的互联互通将使居民的生活更加便利。教育、医疗等公共服务资源可能会更加均衡地分布，居民能够享受到更好的服务。 ,0,0,0,73,7,m,北京,北京,北京,中国
14,5.00775E+15,中国经济网,2024-3-3 7:49,#网联清算推出外包内用#【#网联清算推出外卡内绑##网联清算三方面持续优化来华人员支付#】网联清算公司2日表示，将持续优化来华人员支付服务水平。扩范围，支持更多境内主流钱包上线“外卡内绑”，持续扩大“外包内用”的国家和地区覆盖面；同时，积极开展同境外金融基础设施的互联互通，探索开展与国际银行卡组织的网络对接；此外，将打造头部支付机构、主流收单银行两条境外钱包受理主渠道，推动行业各方共享受理标识、共建重点商圈，实现来华人员在重点地区、重点场景支付畅通无阻。支持“外卡内绑”“外包内用” 来华人员支付更便利,0,0,1,820,453万,m,,北京,北京,中国
14,5.00743E+15,Fan__fantastic,2024-3-2 10:53,2024年是京津冀协同发展上升为国家战略十周年，十年来，“轨道上的京津冀”初步建成。十年来，这一区域以轨道交通为先导，推动交通基础设施的互联互通，不仅极大地促进了京津冀地区的经济一体化进程，也为区域内人民的出行带来了前所未有的便捷。以北京和天津为核心的全国性高速铁路网的建成，标志着京津冀地区已经站在了高速轨道交通时代的前沿。京张高铁、京哈高铁等高速铁路的相继通车，不仅拉近了京津冀与东北、中原、山东半岛等周边区域的时空距离，也为区域内的经济交流和人员往来提供了强有力的支撑。这种快速、高效的交通网络，为京津冀地区的经济协同发展奠定了坚实的基础！京津冀城际铁路网的加快建设，进一步强化了城市群内部的联系。京津城际延伸线、京唐城际、京雄城际等城际铁路的建成通车，使得相邻城市间的通达时间大幅缩短，形成了京雄津保唐“1小时交通圈”。这不仅提升了区域内城市的可达性，也为区域内的产业布局和人口流动提供了更大的灵活性。火车站的建设和投用，如清河站、朝阳站、丰台站等，以及未来城市副中心站综合交通枢纽的建成，将进一步优化京津冀地区的交通结构，提升交通服务水平。这种多层次的交通枢纽布局，不仅为区域内的旅客提供了更加便捷、多样化的出行选择，也为区域经济的发展注入了新的活力。,0,0,0,53,29,m,上海,上海,上海,中国
15,5.00722E+15,知河北,2024-3-1 20:43,【京津冀 十年同心向未来 | 人享其行 物畅其流 京津冀交通一体化网络加快构建】交通一体化是京津冀协同发展的先行领域。十年来，我省与京津两地协同推进交通基础设施互联互通，如今，京津冀主要城市1-1.5小时交通圈加速形成，人享其行、物畅其流的美好愿景正成为现实。 河北新闻联播的微博视频 ,0,0,0,288,19.5万,m,,石家庄,河北,中国
15,5.00705E+15,宁河发布,2024-3-1 10:00,#瓣瓣同心心相连# 京津冀协同发展十周年特别报道丨推进基础设施一体化 形成区域协调发展新优势宁河作为地处京津唐大城市群中间地带重要行政区，十年来，依托辖区内的“飞地”，加快推进交通、能源等基础设施互联互通，打造京津合作示范区和津冀协同发展示范区两个合作平台，努力在推动京津冀协同发展中展现宁河之为。 宁河发布的微博视频,1,1,2,189,28.6万,m,,天津,天津,中国
15,5.00682E+15,CGTNGlobalBusiness,2024-2-29 18:39,"#真财实料#【摩洛哥驻华大使：“一带一路”创造机遇、加强互联互通】摩洛哥新任驻华大使安萨里近日接受CGTN采访时表示，“一带一路”倡议不但通过在基础设施等领域开展项目为各国带来新机遇，同时也加强了互联互通。The Belt and Road Initiative (BRI) offers development opportunities for China, Morocco and other partners, while enhancing connectivity, said Abdelkader El Ansari, the newly-appointed ambassador of Morocco to China, in an interview with CGTN. CGTNGlobalBusiness的微博视频",0,0,0,284,195.5万,m,,北京,北京,中国
15,5.00673E+15,前沿君,2024-2-29 12:14,随着我国城市群和都市圈的不断发展，对轨道交通“四网融合”需求日益迫切，特别是需要地铁和城际铁路、市域（郊）铁路的互联互通、融合发展。当前，地铁和铁路在车辆制式、供电方式、信号制式和运输组织等方面标准各不相同，在基础设施“硬联通”和规则标准“软联通”方面还存在一些卡点和堵点。 ,0,0,1,923,4.8万,m,北京,北京,北京,中国
15,5.00671E+15,证券时报e公司,2024-2-29 11:00,【全国政协委员、天娱数科副总经理贺晗：促进智算资源互联互通，建立智算基础设施评价体系】“随着人工智能从单一智能向通用智能迈进，并快速融入科学、政务、金融、工... 网页链接 ,0,0,0,130,12万,f,,深圳,广东,中国
15,5.00671E+15,文安政法,2024-2-29 10:55,人享其行、物畅其流 数字看“轨道上的京津冀”加速跑来源：新华社今年是京津冀协同发展上升为国家战略十周年。交通一体化是京津冀协同发展率先突破的重点领域。十年来，三地着力推进交通基础设施互联互通，“轨道上的京津冀”加速奔跑。如今，半小时、一小时城际交通圈快速推进。基于通勤圈，京津冀区域功能圈、节点城市产业圈也在加速形成。让我们通过一组数字，实实在在地感知京津冀之间人享其行、物畅其流的美好生活。十年来，京津冀携手打通“大动脉”，不断畅通“微循环”。随着路网越织越密，三地间产业加速融合，协同创新和产业协作的“手”越“牵”越紧。策划：万 方文案编辑：王 莹海报设计：冯文雅终审：陈竞超综合新华社、北京青年报等媒体报道,0,0,0,1,1,m,,天津,天津,中国
15,5.00651E+15,北京卫视为你喝彩,2024-2-28 21:42,#京津冀十年同心向未来#【高速公路交通网加快织密！#京津冀高速总里程达10990公里#】交通是京津冀协同发展重大国家战略率先突破的三个重点领域之一。十年来，三省市牢牢把握交通的基础先导作用，着力推进交通基础设施建设。截至目前，京津冀高速公路总里程达到10990公里，互联互通的公路网越织越密，让交通一体化从“蓝图”迈向“现实”。详情戳视频～京视频的微博视频,0,0,0,22,28.6万,f,,,北京,中国
15,5.006E+15,石家庄政务,2024-2-27 12:11,【交通基础设施互联互通 京津冀“一小时交通圈”初具规模】#石家庄身边事#@石家庄同城 交通基础设施互联互通 京津冀“一小时交通圈”初具规模 ,0,0,0,106,2.6万,f,,廊坊,河北,中国
15,5.00595E+15,石家庄日报,2024-2-27 8:35,京津冀“一小时交通圈”初具规模 【交通基础设施互联互通  京津冀“一小时交通圈”初具规模】“今年春节，我们打算去四川玩，听说机场有空铁联运和首乘服务，很方便，我们就从北京乘高铁来到了正定机场，然后再飞到四川。”在高铁正定机场站，来自北京的旅客高先生如是说。10年来，交通一体化作为京津冀协同发展的重要内容，通过强化基础设施建设，完善体制机制，有效推动了区域互通、交通协同。如今，石家庄与京津等周边城市的“一小时交通圈”已初具规模，三地间愈发完善的立体化交通体系，为人们出行提供了更多选择和便捷。,0,0,0,103,44.8万,m,,石家庄,河北,中国
16,5.00564E+15,天津交通广播,2024-2-26 12:03,#京津冀幸福圈##京津冀十年同心向未来##京津冀交通一体化加速跑#【京津冀大数据发布啦！交通一体化“加速跑”】 交通一体化是京津冀协同发展率先突破的重点领域。十年来，三地着力推进交通基础设施互联互通。如今，京津冀之间的“手”越“牵”越紧，交通一体化成果正更多更好地惠及三地人民。现在，京津冀大数据发布啦！让我们跟随河北台记者刘畅一起看看十年交通“成绩单”吧！@TJTV新闻频道 @河北广播电视台 （@京视频 ）京视频的微博视频,0,0,2,1194,688.2万,m,,天津,天津,中国
16,5.00464E+15,航空融媒,2024-2-23 18:10,自1980年走出国门率先开拓海外市场至今，中航国际工程公司已走过44个春秋，公司的业务范围从最初的约旦、中东区域市场扩展至非洲、亚洲及欧洲等国家。一代代工程人不忘初心、齐心勠力、薪火相传，在20多个国家实施了300多个交通和民生项目，促进了“一带一路”沿线国家的基础设施互联互通和民生改善，推动了项目所在国经济和社会发展。#不止飞行#  践行“一带一路”倡议服务“空中丝绸之路”计划,1,1,1,575,155.9万,f,,北京,北京,中国
16,5.00463E+15,用户7357784911,2024-2-23 17:36,京津冀3+N指的是北京、天津、河北三地经济协同发展加上科技创新驱动的政策。京津冀地区的发展策略有以下三点1、加强交通、能源、信息等基础设施建设津冀地区的交通、能源、信息等基础设施存在不足，需要加强建设，提高互联互通水平，促进三地人流、物流、信息流的顺畅流通。2、推动产业升级和转型升级京津冀地区作为中国北方的重要经济区域，需要推动产业升级和转型升级，发展高端制造业和现代服务业，提升区域整体竞争力。3、加强生态保护和环境治理京津冀地区的生态环境问题日益突出，需要加强生态保护和环境治理，提高空气质量、水资源质量和生态环境质量，实现可持续发展。,0,0,0,5,1,m,中国香港,,香港,中国
16,5.0046E+15,开牡蛎的于勒叔叔,2024-2-23 15:08,#胡锡进称淘宝微信应加快开放进度#说实话最烦的是钱在微信买东西要支付宝付，来回转钱来回扣手续费  作为基础设施本来就应该早就互联互通了，结果到现在才提出来要互联互通 ,3,14,30,853,34.4万,m,四川,成都,四川,中国
16,5.00345E+15,毕马威中国-KPMGChina,2024-2-20 11:30,【媒体汇】毕马威彭富强：五年了！大湾区蓝图变现实，为香港提供不竭动力！从基础设施“硬联通”，到规则机制“软联通”，再到大湾区居民的“心联通”，5年前绘就的粤港澳大湾区发展蓝图正一步步地变为现实。《粤港澳大湾区发展规划纲要》公布5年来，大湾区在基础设施建设、金融市场互联互通、创新科技发展等方面取得了显著成果。作为大湾区内高度开放和国际化的城市，香港在大湾区建设中扮演了极其重要的角色，既是参与者、贡献者，亦是受益者，未来大湾区建设仍将继续为香港经济社会发展提供源源不断的动力。【媒体汇】毕马威彭富强：五年了！大湾区蓝图变现实，为香港提供不竭动力！,1,0,0,220,11.7万,m,北京,北京,北京,中国
16,4.99916E+15,乐文勇nwv,2024-2-8 15:22,【联通西咸！#西安又一条快速通道建成通车#】2023年12月31日，西安阿房一路市政道路建成通车，据了解，该项目向东与西安主城区连接，向西跨越沣河直达沣西新城及咸阳高新区，实现了西安市与沣东新城、沣西新城的快速联通，对提升中心城区与西咸新区基础设施互联互通水平，加快推进西咸一体化进程具有重 ,0,0,0,25,39,m,江西,鹰潭,江西,中国
16,4.99778E+15,昆明市工信局,2024-2-4 20:03,#工信动态# 【第四次中国—东盟数字部长会议在新加坡召开】工信部副部长张云明与新加坡新闻和通讯部部长杨莉明2日共同主持会议。张云明表示，2024年，中方将持续积极落实中国和东盟各国领导人达成的共识，在信息通信和数字基础设施互联互通、网络和数据安全、人工智能和数字人才培养等领域与东盟务实开展互利共赢合作，共建可持续和包容性的数字生态，让数字技术和应用更好赋能区域内经济社会发展。（工信微报）,0,0,0,286,4133,f,,昆明,云南,中国
16,4.99668E+15,最爱福州,2024-2-1 18:47,【昌福（厦）、温武吉等铁路最新进展！】南平市铁发中心：2024年积极推进国家“十四五”规划项目温武吉铁路前期工作，谋划推动昌福（厦）高铁、衢南三高铁、南平至丽水铁路等项目纳入国家规划，强化南平对外铁路基础设施互联互通，全力打造闽浙赣交界区域新兴中心城市综合交通枢纽。昌福厦：线路自南昌枢纽引出，经抚州、南平至福州（厦门），全长约580公里，南平段长约200公里，拟按国铁I级双线、时速350公里客运专线标准设计建设,0,4,7,673,19.6万,m,福建,福州,福建,中国
